dbname	domain	ns_id	ns_name
eowikiquote_p	eo.wikiquote.org	2	Uzanto
eowikiquote_p	eo.wikiquote.org	3	Uzanta diskuto
eowikiquote_p	eo.wikiquote.org	4	Vikicitaro
eowikiquote_p	eo.wikiquote.org	5	Vikicitaro diskuto
eowikiquote_p	eo.wikiquote.org	6	Dosiero
eowikiquote_p	eo.wikiquote.org	7	Dosiera diskuto
eowiktionary_p	eo.wiktionary.org	11	Ŝablona diskuto
eowiktionary_p	eo.wiktionary.org	10	Ŝablono
eowiktionary_p	eo.wiktionary.org	8	MediaWiki
eowiktionary_p	eo.wiktionary.org	9	MediaWiki diskuto
eowiktionary_p	eo.wiktionary.org	-2	Aŭdvidaĵo
eowiktionary_p	eo.wiktionary.org	-1	Speciala
eowiktionary_p	eo.wiktionary.org	0	
eowiktionary_p	eo.wiktionary.org	1	Diskuto
eowiktionary_p	eo.wiktionary.org	2	Uzanto
eowiktionary_p	eo.wiktionary.org	3	Uzanta diskuto
eowiktionary_p	eo.wiktionary.org	4	Vikivortaro
eowiktionary_p	eo.wiktionary.org	5	Vikivortaro diskuto
eowiktionary_p	eo.wiktionary.org	6	Dosiero
eowiktionary_p	eo.wiktionary.org	7	Dosiera diskuto
eswiki_p	es.wikipedia.org	0	
eswiki_p	es.wikipedia.org	104	Anexo
eswiki_p	es.wikipedia.org	105	Anexo Discusión
eswiki_p	es.wikipedia.org	6	Archivo
eswiki_p	es.wikipedia.org	7	Archivo Discusión
eswiki_p	es.wikipedia.org	12	Ayuda
eswiki_p	es.wikipedia.org	13	Ayuda Discusión
eswiki_p	es.wikipedia.org	14	Categoría
eswiki_p	es.wikipedia.org	15	Categoría Discusión
eswiki_p	es.wikipedia.org	1	Discusión
eswiki_p	es.wikipedia.org	-1	Especial
eswiki_p	es.wikipedia.org	-2	Media
eswiki_p	es.wikipedia.org	8	MediaWiki
eswiki_p	es.wikipedia.org	9	MediaWiki Discusión
eswiki_p	es.wikipedia.org	10	Plantilla
eswiki_p	es.wikipedia.org	11	Plantilla Discusión
eswiki_p	es.wikipedia.org	100	Portal
eswiki_p	es.wikipedia.org	101	Portal Discusión
eswiki_p	es.wikipedia.org	2	Usuario
eswiki_p	es.wikipedia.org	3	Usuario Discusión
eswiki_p	es.wikipedia.org	4	Wikipedia
eswiki_p	es.wikipedia.org	5	Wikipedia Discusión
eswiki_p	es.wikipedia.org	102	Wikiproyecto
eswiki_p	es.wikipedia.org	103	Wikiproyecto Discusión
eswikibooks_p	es.wikibooks.org	0	
eswikibooks_p	es.wikibooks.org	6	Archivo
eswikibooks_p	es.wikibooks.org	7	Archivo Discusión
eswikibooks_p	es.wikibooks.org	12	Ayuda
eswikibooks_p	es.wikibooks.org	13	Ayuda Discusión
eswikibooks_p	es.wikibooks.org	14	Categoría
eswikibooks_p	es.wikibooks.org	15	Categoría Discusión
eswikibooks_p	es.wikibooks.org	1	Discusión
eswikibooks_p	es.wikibooks.org	-1	Especial
eswikibooks_p	es.wikibooks.org	-2	Media
eswikibooks_p	es.wikibooks.org	8	MediaWiki
eswikibooks_p	es.wikibooks.org	9	MediaWiki Discusión
eswikibooks_p	es.wikibooks.org	10	Plantilla
eswikibooks_p	es.wikibooks.org	11	Plantilla Discusión
eswikibooks_p	es.wikibooks.org	2	Usuario
eswikibooks_p	es.wikibooks.org	3	Usuario Discusión
eswikibooks_p	es.wikibooks.org	4	Wikilibros
eswikibooks_p	es.wikibooks.org	5	Wikilibros Discusión
eswikibooks_p	es.wikibooks.org	102	Wikiversidad
eswikibooks_p	es.wikibooks.org	103	Wikiversidad Discusión
eswikinews_p	es.wikinews.org	0	
eswikinews_p	es.wikinews.org	6	Archivo
eswikinews_p	es.wikinews.org	7	Archivo Discusión
eswikinews_p	es.wikinews.org	12	Ayuda
eswikinews_p	es.wikinews.org	13	Ayuda Discusión
eswikinews_p	es.wikinews.org	14	Categoría
eswikinews_p	es.wikinews.org	15	Categoría Discusión
eswikinews_p	es.wikinews.org	100	Comentarios
eswikinews_p	es.wikinews.org	101	Comentarios Discusión
eswikinews_p	es.wikinews.org	1	Discusión
eswikinews_p	es.wikinews.org	-1	Especial
eswikinews_p	es.wikinews.org	-2	Media
eswikinews_p	es.wikinews.org	8	MediaWiki
eswikinews_p	es.wikinews.org	9	MediaWiki Discusión
eswikinews_p	es.wikinews.org	10	Plantilla
eswikinews_p	es.wikinews.org	11	Plantilla Discusión
eswikinews_p	es.wikinews.org	2	Usuario
eswikinews_p	es.wikinews.org	3	Usuario Discusión
eswikinews_p	es.wikinews.org	4	Wikinoticias
eswikinews_p	es.wikinews.org	5	Wikinoticias Discusión
eswikiquote_p	es.wikiquote.org	0	
eswikiquote_p	es.wikiquote.org	6	Archivo
eswikiquote_p	es.wikiquote.org	7	Archivo Discusión
eswikiquote_p	es.wikiquote.org	12	Ayuda
eswikiquote_p	es.wikiquote.org	13	Ayuda Discusión
eswikiquote_p	es.wikiquote.org	14	Categoría
eswikiquote_p	es.wikiquote.org	15	Categoría Discusión
eswikiquote_p	es.wikiquote.org	1	Discusión
eswikiquote_p	es.wikiquote.org	-1	Especial
eswikiquote_p	es.wikiquote.org	-2	Media
eswikiquote_p	es.wikiquote.org	8	MediaWiki
eswikiquote_p	es.wikiquote.org	9	MediaWiki Discusión
eswikiquote_p	es.wikiquote.org	10	Plantilla
eswikiquote_p	es.wikiquote.org	11	Plantilla Discusión
eswikiquote_p	es.wikiquote.org	2	Usuario
eswikiquote_p	es.wikiquote.org	3	Usuario Discusión
eswikiquote_p	es.wikiquote.org	4	Wikiquote
eswikiquote_p	es.wikiquote.org	5	Wikiquote Discusión
eswikisource_p	es.wikisource.org	0	
eswikisource_p	es.wikisource.org	6	Archivo
eswikisource_p	es.wikisource.org	7	Archivo Discusión
eswikisource_p	es.wikisource.org	12	Ayuda
eswikisource_p	es.wikisource.org	13	Ayuda Discusión
eswikisource_p	es.wikisource.org	14	Categoría
eswikisource_p	es.wikisource.org	15	Categoría Discusión
eswikisource_p	es.wikisource.org	1	Discusión
eswikisource_p	es.wikisource.org	-1	Especial
eswikisource_p	es.wikisource.org	-2	Media
eswikisource_p	es.wikisource.org	8	MediaWiki
eswikisource_p	es.wikisource.org	9	MediaWiki Discusión
eswikisource_p	es.wikisource.org	10	Plantilla
eswikisource_p	es.wikisource.org	11	Plantilla Discusión
eswikisource_p	es.wikisource.org	102	Página
eswikisource_p	es.wikisource.org	103	Página Discusión
eswikisource_p	es.wikisource.org	2	Usuario
eswikisource_p	es.wikisource.org	3	Usuario Discusión
eswikisource_p	es.wikisource.org	4	Wikisource
eswikisource_p	es.wikisource.org	5	Wikisource Discusión
eswikisource_p	es.wikisource.org	104	Índice
eswikisource_p	es.wikisource.org	105	Índice Discusión
eswikiversity_p	es.wikiversity.org	0	
eswikiversity_p	es.wikiversity.org	6	Archivo
eswikiversity_p	es.wikiversity.org	7	Archivo Discusión
eswikiversity_p	es.wikiversity.org	12	Ayuda
eswikiversity_p	es.wikiversity.org	13	Ayuda Discusión
eswikiversity_p	es.wikiversity.org	14	Categoría
eswikiversity_p	es.wikiversity.org	15	Categoría Discusión
eswikiversity_p	es.wikiversity.org	1	Discusión
eswikiversity_p	es.wikiversity.org	-1	Especial
eswikiversity_p	es.wikiversity.org	-2	Media
eswikiversity_p	es.wikiversity.org	8	MediaWiki
eswikiversity_p	es.wikiversity.org	9	MediaWiki Discusión
eswikiversity_p	es.wikiversity.org	10	Plantilla
eswikiversity_p	es.wikiversity.org	11	Plantilla Discusión
eswikiversity_p	es.wikiversity.org	2	Usuario
eswikiversity_p	es.wikiversity.org	3	Usuario Discusión
eswikiversity_p	es.wikiversity.org	4	Wikiversidad
eswikiversity_p	es.wikiversity.org	5	Wikiversidad Discusión
eswiktionary_p	es.wiktionary.org	0	
eswiktionary_p	es.wiktionary.org	100	Apéndice
eswiktionary_p	es.wiktionary.org	101	Apéndice Discusión
eswiktionary_p	es.wiktionary.org	6	Archivo
eswiktionary_p	es.wiktionary.org	7	Archivo Discusión
eswiktionary_p	es.wiktionary.org	12	Ayuda
eswiktionary_p	es.wiktionary.org	13	Ayuda Discusión
eswiktionary_p	es.wiktionary.org	14	Categoría
eswiktionary_p	es.wiktionary.org	15	Categoría Discusión
eswiktionary_p	es.wiktionary.org	1	Discusión
eswiktionary_p	es.wiktionary.org	-1	Especial
eswiktionary_p	es.wiktionary.org	-2	Media
eswiktionary_p	es.wiktionary.org	8	MediaWiki
eswiktionary_p	es.wiktionary.org	9	MediaWiki Discusión
eswiktionary_p	es.wiktionary.org	10	Plantilla
eswiktionary_p	es.wiktionary.org	11	Plantilla Discusión
eswiktionary_p	es.wiktionary.org	2	Usuario
eswiktionary_p	es.wiktionary.org	3	Usuario Discusión
eswiktionary_p	es.wiktionary.org	4	Wikcionario
eswiktionary_p	es.wiktionary.org	5	Wikcionario Discusión
etwiki_p	et.wikipedia.org	0	
etwiki_p	et.wikipedia.org	1	Arutelu
etwiki_p	et.wikipedia.org	-1	Eri
etwiki_p	et.wikipedia.org	12	Juhend
etwiki_p	et.wikipedia.org	13	Juhendi arutelu
etwiki_p	et.wikipedia.org	2	Kasutaja
etwiki_p	et.wikipedia.org	3	Kasutaja arutelu
etwiki_p	et.wikipedia.org	14	Kategooria
etwiki_p	et.wikipedia.org	15	Kategooria arutelu
etwiki_p	et.wikipedia.org	10	Mall
etwiki_p	et.wikipedia.org	11	Malli arutelu
etwiki_p	et.wikipedia.org	8	MediaWiki
etwiki_p	et.wikipedia.org	9	MediaWiki arutelu
etwiki_p	et.wikipedia.org	-2	Meedia
etwiki_p	et.wikipedia.org	7	Pildi arutelu
etwiki_p	et.wikipedia.org	6	Pilt
etwiki_p	et.wikipedia.org	100	Portaal
etwiki_p	et.wikipedia.org	101	Portaali arutelu
etwiki_p	et.wikipedia.org	4	Vikipeedia
etwiki_p	et.wikipedia.org	5	Vikipeedia arutelu
etwikibooks_p	et.wikibooks.org	11	Malli arutelu
etwikibooks_p	et.wikibooks.org	10	Mall
etwikibooks_p	et.wikibooks.org	9	MediaWiki arutelu
etwikibooks_p	et.wikibooks.org	8	MediaWiki
etwikibooks_p	et.wikibooks.org	7	Pildi arutelu
etwikibooks_p	et.wikibooks.org	6	Pilt
etwikibooks_p	et.wikibooks.org	5	Vikiõpikute arutelu
etwikibooks_p	et.wikibooks.org	4	Vikiõpikud
etwikibooks_p	et.wikibooks.org	3	Kasutaja arutelu
etwikibooks_p	et.wikibooks.org	2	Kasutaja
etwikibooks_p	et.wikibooks.org	1	Arutelu
etwikibooks_p	et.wikibooks.org	0	
etwikibooks_p	et.wikibooks.org	-1	Eri
etwikibooks_p	et.wikibooks.org	-2	Meedia
etwikiquote_p	et.wikiquote.org	11	Malli arutelu
etwikiquote_p	et.wikiquote.org	10	Mall
etwikiquote_p	et.wikiquote.org	9	MediaWiki arutelu
etwikiquote_p	et.wikiquote.org	8	MediaWiki
etwikiquote_p	et.wikiquote.org	7	Pildi arutelu
etwikiquote_p	et.wikiquote.org	6	Pilt
etwikiquote_p	et.wikiquote.org	5	Vikitsitaatide arutelu
etwikiquote_p	et.wikiquote.org	4	Vikitsitaadid
etwikiquote_p	et.wikiquote.org	3	Kasutaja arutelu
etwikiquote_p	et.wikiquote.org	2	Kasutaja
etwikiquote_p	et.wikiquote.org	1	Arutelu
etwikiquote_p	et.wikiquote.org	0	
etwikiquote_p	et.wikiquote.org	-1	Eri
etwikiquote_p	et.wikiquote.org	-2	Meedia
etwikisource_p	et.wikisource.org	15	Kategooria arutelu
etwikisource_p	et.wikisource.org	14	Kategooria
etwikisource_p	et.wikisource.org	13	Juhendi arutelu
etwikisource_p	et.wikisource.org	12	Juhend
etwikisource_p	et.wikisource.org	11	Malli arutelu
etwikisource_p	et.wikisource.org	10	Mall
etwikisource_p	et.wikisource.org	9	MediaWiki arutelu
etwikisource_p	et.wikisource.org	6	Pilt
etwikisource_p	et.wikisource.org	5	Vikitekstide arutelu
etwikisource_p	et.wikisource.org	4	Vikitekstid
etwikisource_p	et.wikisource.org	3	Kasutaja arutelu
etwikisource_p	et.wikisource.org	-1	Eri
etwikisource_p	et.wikisource.org	-2	Meedia
etwiktionary_p	et.wiktionary.org	10	Mall
etwiktionary_p	et.wiktionary.org	11	Malli arutelu
etwiktionary_p	et.wiktionary.org	7	Pildi arutelu
etwiktionary_p	et.wiktionary.org	8	MediaWiki
etwiktionary_p	et.wiktionary.org	9	MediaWiki arutelu
etwiktionary_p	et.wiktionary.org	6	Pilt
etwiktionary_p	et.wiktionary.org	-2	Meedia
etwiktionary_p	et.wiktionary.org	-1	Eri
etwiktionary_p	et.wiktionary.org	0	
etwiktionary_p	et.wiktionary.org	1	Arutelu
etwiktionary_p	et.wiktionary.org	2	Kasutaja
etwiktionary_p	et.wiktionary.org	3	Kasutaja arutelu
etwiktionary_p	et.wiktionary.org	4	Vikisõnastik
etwiktionary_p	et.wiktionary.org	5	Vikisõnastiku arutelu
euwiki_p	eu.wikipedia.org	0	
euwiki_p	eu.wikipedia.org	100	Atari
euwiki_p	eu.wikipedia.org	101	Atari eztabaida
euwiki_p	eu.wikipedia.org	-1	Berezi
euwiki_p	eu.wikipedia.org	1	Eztabaida
euwiki_p	eu.wikipedia.org	6	Fitxategi
euwiki_p	eu.wikipedia.org	7	Fitxategi eztabaida
euwiki_p	eu.wikipedia.org	14	Kategoria
euwiki_p	eu.wikipedia.org	15	Kategoria eztabaida
euwiki_p	eu.wikipedia.org	12	Laguntza
euwiki_p	eu.wikipedia.org	13	Laguntza eztabaida
euwiki_p	eu.wikipedia.org	2	Lankide
euwiki_p	eu.wikipedia.org	3	Lankide eztabaida
euwiki_p	eu.wikipedia.org	-2	Media
euwiki_p	eu.wikipedia.org	8	MediaWiki
euwiki_p	eu.wikipedia.org	9	MediaWiki eztabaida
euwiki_p	eu.wikipedia.org	10	Txantiloi
euwiki_p	eu.wikipedia.org	11	Txantiloi eztabaida
euwiki_p	eu.wikipedia.org	4	Wikipedia
euwiki_p	eu.wikipedia.org	5	Wikipedia eztabaida
euwiki_p	eu.wikipedia.org	102	Wikiproiektu
euwiki_p	eu.wikipedia.org	103	Wikiproiektu eztabaida
euwikibooks_p	eu.wikibooks.org	0	
euwikibooks_p	eu.wikibooks.org	-1	Berezi
euwikibooks_p	eu.wikibooks.org	1	Eztabaida
euwikibooks_p	eu.wikibooks.org	6	Fitxategi
euwikibooks_p	eu.wikibooks.org	7	Fitxategi eztabaida
euwikibooks_p	eu.wikibooks.org	14	Kategoria
euwikibooks_p	eu.wikibooks.org	15	Kategoria eztabaida
euwikibooks_p	eu.wikibooks.org	12	Laguntza
euwikibooks_p	eu.wikibooks.org	13	Laguntza eztabaida
euwikibooks_p	eu.wikibooks.org	2	Lankide
euwikibooks_p	eu.wikibooks.org	3	Lankide eztabaida
euwikibooks_p	eu.wikibooks.org	-2	Media
euwikibooks_p	eu.wikibooks.org	8	MediaWiki
euwikibooks_p	eu.wikibooks.org	9	MediaWiki eztabaida
euwikibooks_p	eu.wikibooks.org	10	Txantiloi
euwikibooks_p	eu.wikibooks.org	11	Txantiloi eztabaida
euwikibooks_p	eu.wikibooks.org	4	Wikibooks
euwikibooks_p	eu.wikibooks.org	5	Wikibooks eztabaida
euwikiquote_p	eu.wikiquote.org	0	
euwikiquote_p	eu.wikiquote.org	-1	Berezi
euwikiquote_p	eu.wikiquote.org	1	Eztabaida
euwikiquote_p	eu.wikiquote.org	6	Fitxategi
euwikiquote_p	eu.wikiquote.org	7	Fitxategi eztabaida
euwikiquote_p	eu.wikiquote.org	14	Kategoria
euwikiquote_p	eu.wikiquote.org	15	Kategoria eztabaida
euwikiquote_p	eu.wikiquote.org	12	Laguntza
euwikiquote_p	eu.wikiquote.org	13	Laguntza eztabaida
euwikiquote_p	eu.wikiquote.org	2	Lankide
euwikiquote_p	eu.wikiquote.org	3	Lankide eztabaida
euwikiquote_p	eu.wikiquote.org	-2	Media
euwikiquote_p	eu.wikiquote.org	8	MediaWiki
euwikiquote_p	eu.wikiquote.org	9	MediaWiki eztabaida
euwikiquote_p	eu.wikiquote.org	10	Txantiloi
euwikiquote_p	eu.wikiquote.org	11	Txantiloi eztabaida
euwikiquote_p	eu.wikiquote.org	4	Wikiquote
euwikiquote_p	eu.wikiquote.org	5	Wikiquote eztabaida
euwiktionary_p	eu.wiktionary.org	0	
euwiktionary_p	eu.wiktionary.org	-1	Berezi
euwiktionary_p	eu.wiktionary.org	1	Eztabaida
euwiktionary_p	eu.wiktionary.org	6	Fitxategi
euwiktionary_p	eu.wiktionary.org	7	Fitxategi eztabaida
euwiktionary_p	eu.wiktionary.org	14	Kategoria
euwiktionary_p	eu.wiktionary.org	15	Kategoria eztabaida
euwiktionary_p	eu.wiktionary.org	12	Laguntza
euwiktionary_p	eu.wiktionary.org	13	Laguntza eztabaida
euwiktionary_p	eu.wiktionary.org	2	Lankide
euwiktionary_p	eu.wiktionary.org	3	Lankide eztabaida
euwiktionary_p	eu.wiktionary.org	-2	Media
euwiktionary_p	eu.wiktionary.org	8	MediaWiki
euwiktionary_p	eu.wiktionary.org	9	MediaWiki eztabaida
euwiktionary_p	eu.wiktionary.org	10	Txantiloi
euwiktionary_p	eu.wiktionary.org	11	Txantiloi eztabaida
euwiktionary_p	eu.wiktionary.org	4	Wiktionary
euwiktionary_p	eu.wiktionary.org	5	Wiktionary eztabaida
extwiki_p	ext.wikipedia.org	0	
extwiki_p	ext.wikipedia.org	14	Category
extwiki_p	ext.wikipedia.org	15	Category talk
extwiki_p	ext.wikipedia.org	6	File
extwiki_p	ext.wikipedia.org	7	File talk
extwiki_p	ext.wikipedia.org	4	Güiquipeya
extwiki_p	ext.wikipedia.org	5	Güiquipeya talk
extwiki_p	ext.wikipedia.org	12	Help
extwiki_p	ext.wikipedia.org	13	Help talk
extwiki_p	ext.wikipedia.org	-2	Media
extwiki_p	ext.wikipedia.org	8	MediaWiki
extwiki_p	ext.wikipedia.org	9	MediaWiki talk
extwiki_p	ext.wikipedia.org	-1	Special
extwiki_p	ext.wikipedia.org	1	Talk
extwiki_p	ext.wikipedia.org	10	Template
extwiki_p	ext.wikipedia.org	11	Template talk
extwiki_p	ext.wikipedia.org	2	User
extwiki_p	ext.wikipedia.org	3	User talk
fawiki_p	fa.wikipedia.org	0	
fawiki_p	fa.wikipedia.org	10	الگو
fawiki_p	fa.wikipedia.org	1	بحث
fawiki_p	fa.wikipedia.org	11	بحث الگو
fawiki_p	fa.wikipedia.org	101	بحث درگاه
fawiki_p	fa.wikipedia.org	13	بحث راهنما
fawiki_p	fa.wikipedia.org	15	بحث رده
fawiki_p	fa.wikipedia.org	9	بحث مدیاویکی
fawiki_p	fa.wikipedia.org	5	بحث ویکی‌پدیا
fawiki_p	fa.wikipedia.org	7	بحث پرونده
fawiki_p	fa.wikipedia.org	3	بحث کاربر
fawiki_p	fa.wikipedia.org	100	درگاه
fawiki_p	fa.wikipedia.org	12	راهنما
fawiki_p	fa.wikipedia.org	14	رده
fawiki_p	fa.wikipedia.org	-2	مدیا
fawiki_p	fa.wikipedia.org	8	مدیاویکی
fawiki_p	fa.wikipedia.org	-1	ویژه
fawiki_p	fa.wikipedia.org	4	ویکی‌پدیا
fawiki_p	fa.wikipedia.org	6	پرونده
fawiki_p	fa.wikipedia.org	2	کاربر
fawikibooks_p	fa.wikibooks.org	0	
fawikibooks_p	fa.wikibooks.org	10	الگو
fawikibooks_p	fa.wikibooks.org	1	بحث
fawikibooks_p	fa.wikibooks.org	11	بحث الگو
fawikibooks_p	fa.wikibooks.org	13	بحث راهنما
fawikibooks_p	fa.wikibooks.org	15	بحث رده
fawikibooks_p	fa.wikibooks.org	9	بحث مدیاویکی
fawikibooks_p	fa.wikibooks.org	5	بحث ویکی‌نسک
fawikibooks_p	fa.wikibooks.org	7	بحث پرونده
fawikibooks_p	fa.wikibooks.org	3	بحث کاربر
fawikibooks_p	fa.wikibooks.org	12	راهنما
fawikibooks_p	fa.wikibooks.org	14	رده
fawikibooks_p	fa.wikibooks.org	-2	مدیا
fawikibooks_p	fa.wikibooks.org	8	مدیاویکی
fawikibooks_p	fa.wikibooks.org	-1	ویژه
fawikibooks_p	fa.wikibooks.org	4	ویکی‌نسک
fawikibooks_p	fa.wikibooks.org	6	پرونده
fawikibooks_p	fa.wikibooks.org	2	کاربر
fawikiquote_p	fa.wikiquote.org	0	
fawikiquote_p	fa.wikiquote.org	10	الگو
fawikiquote_p	fa.wikiquote.org	1	بحث
fawikiquote_p	fa.wikiquote.org	11	بحث الگو
fawikiquote_p	fa.wikiquote.org	13	بحث راهنما
fawikiquote_p	fa.wikiquote.org	15	بحث رده
fawikiquote_p	fa.wikiquote.org	9	بحث مدیاویکی
fawikiquote_p	fa.wikiquote.org	5	بحث ویکی‌گفتاورد
fawikiquote_p	fa.wikiquote.org	7	بحث پرونده
fawikiquote_p	fa.wikiquote.org	3	بحث کاربر
fawikiquote_p	fa.wikiquote.org	12	راهنما
fawikiquote_p	fa.wikiquote.org	14	رده
fawikiquote_p	fa.wikiquote.org	-2	مدیا
fawikiquote_p	fa.wikiquote.org	8	مدیاویکی
fawikiquote_p	fa.wikiquote.org	-1	ویژه
fawikiquote_p	fa.wikiquote.org	4	ویکی‌گفتاورد
fawikiquote_p	fa.wikiquote.org	6	پرونده
fawikiquote_p	fa.wikiquote.org	2	کاربر
fawikisource_p	fa.wikisource.org	0	
fawikisource_p	fa.wikisource.org	10	الگو
fawikisource_p	fa.wikisource.org	1	بحث
fawikisource_p	fa.wikisource.org	11	بحث الگو
fawikisource_p	fa.wikisource.org	105	بحث برگه
fawikisource_p	fa.wikisource.org	101	بحث درگاه
fawikisource_p	fa.wikisource.org	13	بحث راهنما
fawikisource_p	fa.wikisource.org	15	بحث رده
fawikisource_p	fa.wikisource.org	103	بحث مؤلف
fawikisource_p	fa.wikisource.org	9	بحث مدیاویکی
fawikisource_p	fa.wikisource.org	5	بحث ویکی‌نبشته
fawikisource_p	fa.wikisource.org	7	بحث پرونده
fawikisource_p	fa.wikisource.org	3	بحث کاربر
fawikisource_p	fa.wikisource.org	104	برگه
fawikisource_p	fa.wikisource.org	100	درگاه
fawikisource_p	fa.wikisource.org	12	راهنما
fawikisource_p	fa.wikisource.org	14	رده
fawikisource_p	fa.wikisource.org	102	مؤلف
fawikisource_p	fa.wikisource.org	-2	مدیا
fawikisource_p	fa.wikisource.org	8	مدیاویکی
fawikisource_p	fa.wikisource.org	-1	ویژه
fawikisource_p	fa.wikisource.org	4	ویکی‌نبشته
fawikisource_p	fa.wikisource.org	6	پرونده
fawikisource_p	fa.wikisource.org	2	کاربر
fawiktionary_p	fa.wiktionary.org	0	
fawiktionary_p	fa.wiktionary.org	10	الگو
fawiktionary_p	fa.wiktionary.org	1	بحث
fawiktionary_p	fa.wiktionary.org	11	بحث الگو
fawiktionary_p	fa.wiktionary.org	13	بحث راهنما
fawiktionary_p	fa.wiktionary.org	15	بحث رده
fawiktionary_p	fa.wiktionary.org	9	بحث مدیاویکی
fawiktionary_p	fa.wiktionary.org	5	بحث ویکی‌واژه
fawiktionary_p	fa.wiktionary.org	7	بحث پرونده
fawiktionary_p	fa.wiktionary.org	101	بحث پیوست
fawiktionary_p	fa.wiktionary.org	3	بحث کاربر
fawiktionary_p	fa.wiktionary.org	12	راهنما
fawiktionary_p	fa.wiktionary.org	14	رده
fawiktionary_p	fa.wiktionary.org	-2	مدیا
fawiktionary_p	fa.wiktionary.org	8	مدیاویکی
fawiktionary_p	fa.wiktionary.org	-1	ویژه
fawiktionary_p	fa.wiktionary.org	4	ویکی‌واژه
fawiktionary_p	fa.wiktionary.org	6	پرونده
fawiktionary_p	fa.wiktionary.org	100	پیوست
fawiktionary_p	fa.wiktionary.org	2	کاربر
ffwiki_p	ff.wikipedia.org	0	
ffwiki_p	ff.wikipedia.org	12	Aide
ffwiki_p	ff.wikipedia.org	14	Catégorie
ffwiki_p	ff.wikipedia.org	1	Discussion
ffwiki_p	ff.wikipedia.org	9	Discussion MediaWiki
ffwiki_p	ff.wikipedia.org	5	Discussion Wikipedia
ffwiki_p	ff.wikipedia.org	13	Discussion aide
ffwiki_p	ff.wikipedia.org	15	Discussion catégorie
ffwiki_p	ff.wikipedia.org	7	Discussion fichier
ffwiki_p	ff.wikipedia.org	11	Discussion modèle
ffwiki_p	ff.wikipedia.org	3	Discussion utilisateur
ffwiki_p	ff.wikipedia.org	6	Fichier
ffwiki_p	ff.wikipedia.org	8	MediaWiki
ffwiki_p	ff.wikipedia.org	10	Modèle
ffwiki_p	ff.wikipedia.org	-2	Média
ffwiki_p	ff.wikipedia.org	-1	Spécial
ffwiki_p	ff.wikipedia.org	2	Utilisateur
ffwiki_p	ff.wikipedia.org	4	Wikipedia
fiu_vrowiki_p	fiu-vro.wikipedia.org	0	
fiu_vrowiki_p	fiu-vro.wikipedia.org	1	Arotus
fiu_vrowiki_p	fiu-vro.wikipedia.org	14	Katõgooria
fiu_vrowiki_p	fiu-vro.wikipedia.org	15	Katõgooria arotus
fiu_vrowiki_p	fiu-vro.wikipedia.org	8	MediaWiki
fiu_vrowiki_p	fiu-vro.wikipedia.org	9	MediaWiki arotus
fiu_vrowiki_p	fiu-vro.wikipedia.org	-2	Meediä
fiu_vrowiki_p	fiu-vro.wikipedia.org	10	Näüdüs
fiu_vrowiki_p	fiu-vro.wikipedia.org	11	Näüdüse arotus
fiu_vrowiki_p	fiu-vro.wikipedia.org	12	Oppus
fiu_vrowiki_p	fiu-vro.wikipedia.org	13	Oppusõ arotus
fiu_vrowiki_p	fiu-vro.wikipedia.org	7	Pildi arotus
fiu_vrowiki_p	fiu-vro.wikipedia.org	6	Pilt
fiu_vrowiki_p	fiu-vro.wikipedia.org	2	Pruukja
fiu_vrowiki_p	fiu-vro.wikipedia.org	3	Pruukja arotus
fiu_vrowiki_p	fiu-vro.wikipedia.org	-1	Tallituslehekülg
fiu_vrowiki_p	fiu-vro.wikipedia.org	4	Wikipedia
fiu_vrowiki_p	fiu-vro.wikipedia.org	5	Wikipedia arotus
fiwiki_p	fi.wikipedia.org	0	
fiwiki_p	fi.wikipedia.org	8	Järjestelmäviesti
fiwiki_p	fi.wikipedia.org	1	Keskustelu
fiwiki_p	fi.wikipedia.org	5	Keskustelu Wikipediasta
fiwiki_p	fi.wikipedia.org	9	Keskustelu järjestelmäviestistä
fiwiki_p	fi.wikipedia.org	3	Keskustelu käyttäjästä
fiwiki_p	fi.wikipedia.org	15	Keskustelu luokasta
fiwiki_p	fi.wikipedia.org	11	Keskustelu mallineesta
fiwiki_p	fi.wikipedia.org	103	Keskustelu metasivusta
fiwiki_p	fi.wikipedia.org	13	Keskustelu ohjeesta
fiwiki_p	fi.wikipedia.org	101	Keskustelu teemasivusta
fiwiki_p	fi.wikipedia.org	7	Keskustelu tiedostosta
fiwiki_p	fi.wikipedia.org	2	Käyttäjä
fiwiki_p	fi.wikipedia.org	14	Luokka
fiwiki_p	fi.wikipedia.org	10	Malline
fiwiki_p	fi.wikipedia.org	-2	Media
fiwiki_p	fi.wikipedia.org	102	Metasivu
fiwiki_p	fi.wikipedia.org	12	Ohje
fiwiki_p	fi.wikipedia.org	100	Teemasivu
fiwiki_p	fi.wikipedia.org	6	Tiedosto
fiwiki_p	fi.wikipedia.org	-1	Toiminnot
fiwiki_p	fi.wikipedia.org	4	Wikipedia
fiwikibooks_p	fi.wikibooks.org	0	
fiwikibooks_p	fi.wikibooks.org	8	Järjestelmäviesti
fiwikibooks_p	fi.wikibooks.org	1	Keskustelu
fiwikibooks_p	fi.wikibooks.org	5	Keskustelu Wikikirjastosta
fiwikibooks_p	fi.wikibooks.org	9	Keskustelu järjestelmäviestistä
